,sentence_text,e1_text,e2_text,relation_type,normalized_sentence
76,"Therefore, co-administration of bupropion with drugs that are metabolized by CYP2D6 isoenzyme including certain antidepressants (e.g., nortriptyline, imipramine, desipramine, paroxetine, fluoxetine, sertraline), antipsychotics (e.g., haloperidol, risperidone, thioridazine), beta-blockers (e.g., metoprolol), and Type 1C antiarrhythmics (e.g., propafenone, flecainide), should be approached with caution and should be initiated at the lower end of the dose range of the concomitant medication.",bupropion,propafenone,advise,Therefore co administration DRUG drugs metabolized CYP2D6 isoenzyme including certain antidepressants (e.g. nortriptyline imipramine desipramine paroxetine fluoxetine sertraline) antipsychotics (e.g. haloperidol risperidone thioridazine) beta blockers (e.g. metoprolol) Type 1C antiarrhythmics (e.g. DRUG flecainide) approached caution initiated lower end dose range concomitant medication.
77,"Therefore, co-administration of bupropion with drugs that are metabolized by CYP2D6 isoenzyme including certain antidepressants (e.g., nortriptyline, imipramine, desipramine, paroxetine, fluoxetine, sertraline), antipsychotics (e.g., haloperidol, risperidone, thioridazine), beta-blockers (e.g., metoprolol), and Type 1C antiarrhythmics (e.g., propafenone, flecainide), should be approached with caution and should be initiated at the lower end of the dose range of the concomitant medication.",bupropion,flecainide,advise,Therefore co administration DRUG drugs metabolized CYP2D6 isoenzyme including certain antidepressants (e.g. nortriptyline imipramine desipramine paroxetine fluoxetine sertraline) antipsychotics (e.g. haloperidol risperidone thioridazine) beta blockers (e.g. metoprolol) Type 1C antiarrhythmics (e.g. propafenone DRUG ) approached caution initiated lower end dose range concomitant medication.
78,MAO Inhibitors: Studies in animals demonstrate that the acute toxicity of bupropion is enhanced by the MAO inhibitor phenelzine .,bupropion,phenelzine,effect,MAO Inhibitors: Studies animals demonstrate acute toxicity DRUG enhanced MAO inhibitor DRUG .
79,Levodopa and Amantadine: Limited clinical data suggest a higher incidence of adverse experiences in patients receiving bupropion concurrently with either levodopa or amantadine.,bupropion,levodopa,effect,Levodopa Amantadine: Limited clinical data suggest higher incidence adverse experiences patients receiving DRUG concurrently either DRUG amantadine.
80,Levodopa and Amantadine: Limited clinical data suggest a higher incidence of adverse experiences in patients receiving bupropion concurrently with either levodopa or amantadine.,bupropion,amantadine,effect,Levodopa Amantadine: Limited clinical data suggest higher incidence adverse experiences patients receiving DRUG concurrently either levodopa DRUG .
81,"Administration of WELLBUTRIN Tablets to patients receiving either levodopa or amantadine concurrently should be undertaken with caution, using small initial doses and small gradual dose increases.",WELLBUTRIN,levodopa,advise,Administration BRAND Tablets patients receiving either DRUG amantadine concurrently undertaken caution using small initial doses small gradual dose increases.
82,"Administration of WELLBUTRIN Tablets to patients receiving either levodopa or amantadine concurrently should be undertaken with caution, using small initial doses and small gradual dose increases.",WELLBUTRIN,amantadine,advise,Administration BRAND Tablets patients receiving either levodopa DRUG concurrently undertaken caution using small initial doses small gradual dose increases.
83,"Drugs that Lower Seizure Threshold: Concurrent administration of WELLBUTRIN and agents (e.g., antipsychotics, other antidepressants, theophylline, systemic steroids, etc.) that lower seizure threshold should be undertaken only with extreme caution.",WELLBUTRIN,antipsychotics,advise,Drugs Lower Seizure Threshold: Concurrent administration BRAND agents (e.g. GROUP antidepressants theophylline systemic steroids etc.) lower seizure threshold undertaken extreme caution.
84,"Drugs that Lower Seizure Threshold: Concurrent administration of WELLBUTRIN and agents (e.g., antipsychotics, other antidepressants, theophylline, systemic steroids, etc.) that lower seizure threshold should be undertaken only with extreme caution.",WELLBUTRIN,antidepressants,advise,Drugs Lower Seizure Threshold: Concurrent administration BRAND agents (e.g. antipsychotics GROUP theophylline systemic steroids etc.) lower seizure threshold undertaken extreme caution.
85,"Drugs that Lower Seizure Threshold: Concurrent administration of WELLBUTRIN and agents (e.g., antipsychotics, other antidepressants, theophylline, systemic steroids, etc.) that lower seizure threshold should be undertaken only with extreme caution.",WELLBUTRIN,theophylline,advise,Drugs Lower Seizure Threshold: Concurrent administration BRAND agents (e.g. antipsychotics antidepressants DRUG systemic steroids etc.) lower seizure threshold undertaken extreme caution.
86,"Drugs that Lower Seizure Threshold: Concurrent administration of WELLBUTRIN and agents (e.g., antipsychotics, other antidepressants, theophylline, systemic steroids, etc.) that lower seizure threshold should be undertaken only with extreme caution.",WELLBUTRIN,steroids,advise,Drugs Lower Seizure Threshold: Concurrent administration BRAND agents (e.g. antipsychotics antidepressants theophylline systemic GROUP etc.) lower seizure threshold undertaken extreme caution.
87,"Alcohol: In post-marketing experience, there have been rare reports of adverse neuropsychiatric events or reduced alcohol tolerance in patients who were drinking alcohol during treatment with WELLBUTRIN.",alcohol,WELLBUTRIN,effect,Alcohol: post marketing experience rare reports adverse neuropsychiatric events reduced alcohol tolerance patients drinking DRUG treatment BRAND .
88,The consumption of alcohol during treatment with WELLBUTRIN should be minimized or avoided (also see  a href= bupropz_od.htm#CI CONTRAINDICATIONS),alcohol,WELLBUTRIN,advise,consumption DRUG treatment BRAND minimized avoided (also see href= bupropz_od.htm#CI CONTRAINDICATIONS)
89,Concurrent administration of a TNF antagonist with ORENCIA has been associated with an increased risk of serious infections and no significant additional efficacy over use of the TNF antagonists alone.,TNF antagonist,ORENCIA,effect,Concurrent administration GROUP BRAND associated increased risk serious infections significant additional efficacy use TNF antagonists alone.
90,Concurrent therapy with ORENCIA and TNF antagonists is not recommended.,ORENCIA,TNF antagonists,advise,Concurrent therapy BRAND GROUP recommended.
91,"There is insufficient experience to assess the safety and efficacy of ORENCIA administered concurrently with anakinra, and therefore such use is not recommended.",ORENCIA,anakinra,advise,insufficient experience assess safety efficacy BRAND administered concurrently DRUG therefore use recommended.
92,Cholestyramine and Charcoal Administration of cholestyramine or activated charcoal in patients (n=13) and volunteers (n=96) resulted in a rapid and significant decrease in plasma M1 (the active metabolite of leflunomide) concentration .,cholestyramine,leflunomide,mechanism,Cholestyramine Charcoal Administration DRUG activated charcoal patients (n=13) volunteers (n=96) resulted rapid significant decrease plasma M1 (the active metabolite DRUG ) concentration .
93,Cholestyramine and Charcoal Administration of cholestyramine or activated charcoal in patients (n=13) and volunteers (n=96) resulted in a rapid and significant decrease in plasma M1 (the active metabolite of leflunomide) concentration .,activated charcoal,leflunomide,mechanism,Cholestyramine Charcoal Administration cholestyramine DRUG patients (n=13) volunteers (n=96) resulted rapid significant decrease plasma M1 (the active metabolite DRUG ) concentration .
94,"In a small (n=30) combination study of ARAVA with methotrexate, a 2- to 3-fold elevation in liver enzymes was seen in 5 of 30 patients.",ARAVA,methotrexate,effect,small (n=30) combination study BRAND DRUG 2 3 fold elevation liver enzymes seen 5 30 patients.
95,"Rifampin: Following concomitant administration of a single dose of ARAVA to subjects receiving multiple doses of rifampin, M1 peak levels were increased (~40%) over those seen when ARAVA was given alone.",ARAVA,rifampin,mechanism,Rifampin: Following concomitant administration single dose BRAND subjects receiving multiple doses DRUG M1 peak levels increased (~40%) seen ARAVA given alone.
96,"Because of the potential for ARAVA levels to continue to increase with multiple dosing, caution should be used if patients are to be receiving both ARAVA and rifampin.",ARAVA,rifampin,advise,potential ARAVA levels continue increase multiple dosing caution used patients receiving BRAND DRUG .
97,Warfarin: Increased INR (International Normalized Ratio) when ARAVA and warfarin were co-administered has been rarely reported.,ARAVA,warfarin,effect,Warfarin: Increased INR (International Normalized Ratio) BRAND DRUG co administered rarely reported.
98,Animal studies indicate that dobutamine may be ineffective if the patient has recently received a b-blocking drug.,dobutamine,b-blocking drug,effect,Animal studies indicate DRUG may ineffective patient recently received GROUP .
99,"Preliminary studies indicate that the concomitant use of dobutamine and nitroprusside results in a higher cardiac output and, usually, a lower pulmonary wedge pressure than when either drug is used alone.",dobutamine,nitroprusside,effect,Preliminary studies indicate concomitant use DRUG DRUG results higher cardiac output usually lower pulmonary wedge pressure either drug used alone.
100,"Therefore, when heparin sodium is given with dicumarol or warfarin sodium, a period of at least 5 hours after the last intravenous dose or 24 hours after the last subcutaneous dose should elapse before blood is drawn if a valid prothrombin time is to be obtained.",heparin sodium,dicumarol,advise,Therefore DRUG given DRUG warfarin sodium period least 5 hours last intravenous dose 24 hours last subcutaneous dose elapse blood drawn valid prothrombin time obtained.
101,"Therefore, when heparin sodium is given with dicumarol or warfarin sodium, a period of at least 5 hours after the last intravenous dose or 24 hours after the last subcutaneous dose should elapse before blood is drawn if a valid prothrombin time is to be obtained.",heparin sodium,warfarin sodium,advise,Therefore DRUG given dicumarol DRUG period least 5 hours last intravenous dose 24 hours last subcutaneous dose elapse blood drawn valid prothrombin time obtained.
102,"Platelet inhibitors: Drugs such as acetylsalicylic acid, dextran, phenylbutazone, ibuprofen, indomethacin, dipyridamole, hydroxychloroquine and others that interfere with platelet-aggregation reactions (the main hemostatic defense of heparinized patients) may induce bleeding and should be used with caution in patients receiving heparin sodium.",acetylsalicylic acid,heparin sodium,effect,Platelet inhibitors: Drugs DRUG dextran phenylbutazone ibuprofen indomethacin dipyridamole hydroxychloroquine others interfere platelet aggregation reactions (the main hemostatic defense heparinized patients) may induce bleeding used caution patients receiving DRUG .
