,sentence_text,e1,e2,relation_type,normalized_sentence
74,"Although glucocorticoids have been shown to reduce PROLEUKIN-induced side effects including fever, renal insufficiency, hyperbilirubinemia, confusion, and dyspnea, concomitant administration of these agents with PROLEUKIN may reduce the antitumor effectiveness of PROLEUKIN and thus should be avoided. 12 Beta-blockers and other antihypertensives may potentiate the hypotension seen with PROLEUKIN.",Beta-blockers,PROLEUKIN,effect,"Although_bf glucocorticoids_bf shown_bf reduce_bf PROLEUKIN-induced_bf side_bf effects_bf including_bf fever_bf ,_bf renal_bf insufficiency_bf ,_bf hyperbilirubinemia_bf ,_bf confusion_bf ,_bf dyspnea_bf ,_bf concomitant_bf administration_bf agents_bf OTHER_DRUG may_be reduce_be antitumor_be effectiveness_be OTHER_DRUG thus_af avoided_af ._af 12_af DRUG antihypertensives_af may_af potentiate_af hypotension_af seen_af OTHER_DRUG ._af"
75,"Although glucocorticoids have been shown to reduce PROLEUKIN-induced side effects including fever, renal insufficiency, hyperbilirubinemia, confusion, and dyspnea, concomitant administration of these agents with PROLEUKIN may reduce the antitumor effectiveness of PROLEUKIN and thus should be avoided. 12 Beta-blockers and other antihypertensives may potentiate the hypotension seen with PROLEUKIN.",antihypertensives,PROLEUKIN,effect,"Although_bf glucocorticoids_bf shown_bf reduce_bf PROLEUKIN-induced_bf side_bf effects_bf including_bf fever_bf ,_bf renal_bf insufficiency_bf ,_bf hyperbilirubinemia_bf ,_bf confusion_bf ,_bf dyspnea_bf ,_bf concomitant_bf administration_bf agents_bf OTHER_DRUG may_be reduce_be antitumor_be effectiveness_be OTHER_DRUG thus_af avoided_af ._af 12_af Beta-blockers_af DRUG may_af potentiate_af hypotension_af seen_af OTHER_DRUG ._af"
76,"Delayed Adverse Reactions to Iodinated Contrast Media: A review of the literature revealed that 12.6% (range 11-28%) of 501 patients treated with various interleukin-2 containing regimens who were subsequently administered radiographic iodinated contrast media experienced acute, atypical adverse reactions.",interleukin-2,radiographic iodinated contrast media,effect,"Delayed_bf Adverse_bf Reactions_bf Iodinated_bf Contrast_bf Media:_bf A_bf review_bf literature_bf revealed_bf 12_bf ._bf 6%_bf (range_bf 11-28%)_bf 501_bf patients_bf treated_bf various_bf DRUG containing_be regimens_be subsequently_be administered_be radiographic_be iodinated_be contrast_be media_be experienced_be acute_be ,_be atypical_be adverse_be reactions_be ._be"
77,"However, interactions may be expected, and UROXATRAL should NOT be used in combination with other alpha-blockers.",UROXATRAL,alpha-blockers,advise,"However_bf ,_bf interactions_bf may_bf expected_bf ,_bf DRUG NOT_be used_be combination_be OTHER_DRUG ._af"
78,Co-administration of irbesartan reduced aliskiren Cmax up to 50% after multiple dosing.,irbesartan,aliskiren,mechanism,Co-administration_bf DRUG reduced_be OTHER_DRUG Cmax_af 50%_af multiple_af dosing_af ._af
79,Co-administration of atorvastatin resulted in about a 50% increase in aliskiren Cmax and AUC after multiple dosing.,atorvastatin,aliskiren,mechanism,Co-administration_bf DRUG resulted_be 50%_be increase_be OTHER_DRUG Cmax_af AUC_af multiple_af dosing_af ._af
80,Ketoconazole: Co-administration of 200 mg twice-daily ketoconazole with aliskiren resulted in an approximate 80% increase in plasma levels of aliskiren.,ketoconazole,aliskiren,mechanism,Ketoconazole:_bf Co-administration_bf 200_bf mg_bf twice-daily_bf DRUG OTHER_DRUG resulted_af approximate_af 80%_af increase_af plasma_af levels_af OTHER_DRUG ._af
81,"Furosemide: When aliskiren was co-administered with furosemide, the AUC and Cmax of furosemide were reduced by about 30% and 50%, respectively.",aliskiren,furosemide,mechanism,"Furosemide:_bf When_bf DRUG co-administered_be OTHER_DRUG ,_af AUC_af Cmax_af OTHER_DRUG reduced_af 30%_af 50%_af ,_af respectively_af ._af"
82,Mercaptopurine/Azathioprine: Allopurinol inhibits the enzymatic oxidation of mercaptopurine and azathioprine to 6-thiouric acid.,Allopurinol,mercaptopurine,mechanism,Mercaptopurine/Azathioprine:_bf DRUG inhibits_be enzymatic_be oxidation_be OTHER_DRUG azathioprine_af 6-thiouric_af acid_af ._af
83,Mercaptopurine/Azathioprine: Allopurinol inhibits the enzymatic oxidation of mercaptopurine and azathioprine to 6-thiouric acid.,Allopurinol,azathioprine,mechanism,Mercaptopurine/Azathioprine:_bf DRUG inhibits_be enzymatic_be oxidation_be mercaptopurine_be OTHER_DRUG 6-thiouric_af acid_af ._af
84,"In patients receiving mercaptopurine (Purinethol) or azathioprine (Imuran), the concomitant administration of 300-600 mg of allopurinol per day will require a reduction in dose to approximately one-third to one-fourth of the usual dose of mercaptopurine or azathioprine.",allopurinol,mercaptopurine,advise,"In_bf patients_bf receiving_bf OTHER_DRUG (Purinethol)_be azathioprine_be (Imuran)_be ,_be concomitant_be administration_be 300-600_be mg_be DRUG per_af day_af require_af reduction_af dose_af approximately_af one-third_af one-fourth_af usual_af dose_af OTHER_DRUG azathioprine_af ._af"
85,"In patients receiving mercaptopurine (Purinethol) or azathioprine (Imuran), the concomitant administration of 300-600 mg of allopurinol per day will require a reduction in dose to approximately one-third to one-fourth of the usual dose of mercaptopurine or azathioprine.",allopurinol,azathioprine,advise,"In_bf patients_bf receiving_bf mercaptopurine_bf (Purinethol)_bf OTHER_DRUG (Imuran)_be ,_be concomitant_be administration_be 300-600_be mg_be DRUG per_af day_af require_af reduction_af dose_af approximately_af one-third_af one-fourth_af usual_af dose_af mercaptopurine_af OTHER_DRUG ._af"
86,"Dicumarol: It has been reported that allopurinol prolongs the half-life of the anticoagulant, dicumarol.",allopurinol,dicumarol,mechanism,"Dicumarol:_bf It_bf reported_bf DRUG prolongs_be half-life_be anticoagulant_be ,_be OTHER_DRUG ._af"
87,"Uricosuric Agents: Since the excretion of oxipurinol is similar to that of urate, uricosuric agents, which increase the excretion of urate, are also likely to increase the excretion of oxipurinol and thus lower the degree of inhibition of xanthine oxidase.",uricosuric agents,oxipurinol,mechanism,"Uricosuric_bf Agents:_bf Since_bf excretion_bf OTHER_DRUG similar_be urate_be ,_be uricosuric_be agents_be ,_be increase_be excretion_be urate_be ,_be also_be likely_be increase_be excretion_be OTHER_DRUG thus_af lower_af degree_af inhibition_af xanthine_af oxidase_af ._af"
88,The concomitant administration of uricosuric agents and allopurinol has been associated with a decrease in the excretion of oxypurines (hypoxanthine and xanthine) and an increase in urinary uric acid excretion compared with that observed with allopurinol alone.,uricosuric agents,allopurinol,mechanism,The_bf concomitant_bf administration_bf uricosuric_bf agents_bf OTHER_DRUG associated_be decrease_be excretion_be oxypurines_be (hypoxanthine_be xanthine)_be increase_be urinary_be uric_be acid_be excretion_be compared_be observed_be OTHER_DRUG alone_af ._af
89,Thiazide Diuretics: The reports that the concomitant use of allopurinol and thiazide diuretics may contribute to the enhancement of allopurinol toxicity in some patients have been reviewed in an attempt to establish a cause-and-effect relationship and a mechanism of causation.,allopurinol,thiazide diuretics,effect,Thiazide_bf Diuretics:_bf The_bf reports_bf concomitant_bf use_bf DRUG thiazide_be diuretics_be may_be contribute_be enhancement_be DRUG toxicity_af patients_af reviewed_af attempt_af establish_af cause-and-effect_af relationship_af mechanism_af causation_af ._af
90,"Although a causal mechanism and a cause-and-effect relationship have not been established, current evidence suggests that renal function should be monitored in patients on thiazide diuretics and allopurinol even in the absence of renal failure, and dosage levels should be even more conservatively adjusted in those patients on such combined therapy if diminished renal function is detected..",thiazide diuretics,allopurinol,advise,"Although_bf causal_bf mechanism_bf cause-and-effect_bf relationship_bf established_bf ,_bf current_bf evidence_bf suggests_bf renal_bf function_bf monitored_bf patients_bf thiazide_bf diuretics_bf OTHER_DRUG even_be absence_be renal_be failure_be ,_be dosage_be levels_be even_be conservatively_be adjusted_be patients_be combined_be therapy_be diminished_be renal_be function_be detected_be ._be ._be"
91,Ampicillin/Amoxicillin: An increase in the frequency of skin rash has been reported among patients receiving ampicillin or amoxicillin concurrently with allopurinol compared to patients who are not receiving both drugs.,ampicillin,allopurinol,effect,Ampicillin/Amoxicillin:_bf An_bf increase_bf frequency_bf skin_bf rash_bf reported_bf among_bf patients_bf receiving_bf DRUG amoxicillin_be concurrently_be OTHER_DRUG compared_af patients_af receiving_af drugs_af ._af
92,Ampicillin/Amoxicillin: An increase in the frequency of skin rash has been reported among patients receiving ampicillin or amoxicillin concurrently with allopurinol compared to patients who are not receiving both drugs.,amoxicillin,allopurinol,effect,Ampicillin/Amoxicillin:_bf An_bf increase_bf frequency_bf skin_bf rash_bf reported_bf among_bf patients_bf receiving_bf ampicillin_bf DRUG concurrently_be OTHER_DRUG compared_af patients_af receiving_af drugs_af ._af
93,"Cytotoxic Agents: Enhanced bone marrow suppression by cyclophosphamide and other cytotoxic agents has been reported among patients with neoplastic disease, except leukemia, in the presence of allopurinol.",cyclophosphamide,allopurinol,effect,"Cytotoxic_bf Agents:_bf Enhanced_bf bone_bf marrow_bf suppression_bf DRUG cytotoxic_be agents_be reported_be among_be patients_be neoplastic_be disease_be ,_be except_be leukemia_be ,_be presence_be OTHER_DRUG ._af"
94,"Cytotoxic Agents: Enhanced bone marrow suppression by cyclophosphamide and other cytotoxic agents has been reported among patients with neoplastic disease, except leukemia, in the presence of allopurinol.",cytotoxic agents,allopurinol,effect,"Cytotoxic_bf Agents:_bf Enhanced_bf bone_bf marrow_bf suppression_bf cyclophosphamide_bf cytotoxic_bf agents_bf reported_bf among_bf patients_bf neoplastic_bf disease_bf ,_bf except_bf leukemia_bf ,_bf presence_bf OTHER_DRUG ._be"
95,"Chlorpropamide: Chlorpropamides plasma half-life may be prolonged by allopurinol, since allopurinol and chlorpropamide may compete for excretion in the renal tubule.",Chlorpropamide,allopurinol,mechanism,"Chlorpropamide:_bf Chlorpropamides_bf plasma_bf half-life_bf may_bf prolonged_bf OTHER_DRUG ,_be since_be OTHER_DRUG DRUG may_af compete_af excretion_af renal_af tubule_af ._af"
96,"Chlorpropamide: Chlorpropamides plasma half-life may be prolonged by allopurinol, since allopurinol and chlorpropamide may compete for excretion in the renal tubule.",allopurinol,chlorpropamide,mechanism,"Chlorpropamide:_bf Chlorpropamides_bf plasma_bf half-life_bf may_bf prolonged_bf DRUG ,_be since_be DRUG OTHER_DRUG may_af compete_af excretion_af renal_af tubule_af ._af"
97,The risk of hypoglycemia secondary to this mechanism may be increased if allopurinol and chlorpropamide are given concomitantly in the presence of renal insufficiency.,allopurinol,chlorpropamide,effect,The_bf risk_bf hypoglycemia_bf secondary_bf mechanism_bf may_bf increased_bf DRUG OTHER_DRUG given_af concomitantly_af presence_af renal_af insufficiency_af ._af
98,Cyclosporin: Reports indicate that cyclosporine levels may be increased during concomitant treatment with allopurinol sodium for injection.,cyclosporine,allopurinol sodium,mechanism,Cyclosporin:_bf Reports_bf indicate_bf DRUG levels_be may_be increased_be concomitant_be treatment_be allopurinol_be sodium_be injection_be ._be
99,"Because there is a theoretical basis that these effects may be additive, use of ergotamine-containing or ergot-type medications (like dihydroergotamine or methysergide) and AXERT within 24 hours of each other should be avoided.",ergotamine,AXERT,advise,"Because_bf theoretical_bf basis_bf effects_bf may_bf additive_bf ,_bf use_bf ergotamine-containing_bf ergot-type_bf medications_bf (like_bf dihydroergotamine_bf methysergide)_bf OTHER_DRUG within_be 24_be hours_be avoided_be ._be"
100,"Because there is a theoretical basis that these effects may be additive, use of ergotamine-containing or ergot-type medications (like dihydroergotamine or methysergide) and AXERT within 24 hours of each other should be avoided.",ergot-type medications,AXERT,advise,"Because_bf theoretical_bf basis_bf effects_bf may_bf additive_bf ,_bf use_bf ergotamine-containing_bf ergot-type_bf medications_bf (like_bf dihydroergotamine_bf methysergide)_bf OTHER_DRUG within_be 24_be hours_be avoided_be ._be"
101,"Because there is a theoretical basis that these effects may be additive, use of ergotamine-containing or ergot-type medications (like dihydroergotamine or methysergide) and AXERT within 24 hours of each other should be avoided.",dihydroergotamine,AXERT,advise,"Because_bf theoretical_bf basis_bf effects_bf may_bf additive_bf ,_bf use_bf ergotamine-containing_bf ergot-type_bf medications_bf (like_bf DRUG methysergide)_be OTHER_DRUG within_af 24_af hours_af avoided_af ._af"
102,"Because there is a theoretical basis that these effects may be additive, use of ergotamine-containing or ergot-type medications (like dihydroergotamine or methysergide) and AXERT within 24 hours of each other should be avoided.",methysergide,AXERT,advise,"Because_bf theoretical_bf basis_bf effects_bf may_bf additive_bf ,_bf use_bf ergotamine-containing_bf ergot-type_bf medications_bf (like_bf dihydroergotamine_bf methysergide)_bf OTHER_DRUG within_be 24_be hours_be avoided_be ._be"
103,Monoamine Oxidase Inhibitors: Coadministration of moclobemide resulted in a 27% decrease in almotriptan clearance and an increase in Cmax of approximately 6%.,moclobemide,almotriptan,mechanism,Monoamine_bf Oxidase_bf Inhibitors:_bf Coadministration_bf DRUG resulted_be 27%_be decrease_be OTHER_DRUG clearance_af increase_af Cmax_af approximately_af 6%_af ._af
104,Other 5-HT1B/1D Agonists Concomitant use of other 5-HT1B/1D agonists within 24 hours of treatment with AXERT is contraindicated.,5-HT1B/1D agonists,AXERT,advise,Other_bf 5-HT1B/1D_bf Agonists_bf Concomitant_bf use_bf 5-HT1B/1D_bf agonists_bf within_bf 24_bf hours_bf treatment_bf OTHER_DRUG contraindicated_be ._be
105,"Selective Serotonin Reuptake Inhibitors (SSRIs): SSRIs (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline) have been rarely reported to cause weakness, hyperreflexia, and incoordination when coadministered with 5-HT1 agonists.",SSRIs,5-HT1 agonists,effect,"Selective_bf Serotonin_bf Reuptake_bf Inhibitors_bf (SSRIs):_bf DRUG (e_be ._be g_be ._be ,_be fluoxetine_be ,_be fluvoxamine_be ,_be paroxetine_be ,_be sertraline)_be rarely_be reported_be cause_be weakness_be ,_be hyperreflexia_be ,_be incoordination_be coadministered_be 5-HT1_be agonists_be ._be"
106,"Selective Serotonin Reuptake Inhibitors (SSRIs): SSRIs (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline) have been rarely reported to cause weakness, hyperreflexia, and incoordination when coadministered with 5-HT1 agonists.",fluoxetine,5-HT1 agonists,effect,"Selective_bf Serotonin_bf Reuptake_bf Inhibitors_bf (SSRIs):_bf SSRIs_bf (e_bf ._bf g_bf ._bf ,_bf DRUG ,_be fluvoxamine_be ,_be paroxetine_be ,_be sertraline)_be rarely_be reported_be cause_be weakness_be ,_be hyperreflexia_be ,_be incoordination_be coadministered_be 5-HT1_be agonists_be ._be"
107,"Selective Serotonin Reuptake Inhibitors (SSRIs): SSRIs (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline) have been rarely reported to cause weakness, hyperreflexia, and incoordination when coadministered with 5-HT1 agonists.",fluvoxamine,5-HT1 agonists,effect,"Selective_bf Serotonin_bf Reuptake_bf Inhibitors_bf (SSRIs):_bf SSRIs_bf (e_bf ._bf g_bf ._bf ,_bf fluoxetine_bf ,_bf DRUG ,_be paroxetine_be ,_be sertraline)_be rarely_be reported_be cause_be weakness_be ,_be hyperreflexia_be ,_be incoordination_be coadministered_be 5-HT1_be agonists_be ._be"
